pred_id,series_id,timestamp,temperature,consumption,prediction_window
0,102781,2013-03-03 00:00:00,19.93125,350197.2169403518,daily
1,102781,2013-03-04 00:00:00,20.034375,348898.6195855434,daily
2,102781,2013-03-05 00:00:00,19.18958333333333,348863.19813866564,daily
3,102781,2013-03-06 00:00:00,18.397916666666667,348862.13777705014,daily
4,102781,2013-03-07 00:00:00,20.7625,348862.08408785437,daily
5,102781,2013-03-08 00:00:00,19.8,348862.07737670495,daily
6,102781,2013-03-09 00:00:00,20.466666666666665,348862.07737670495,daily
7,103342,2013-06-26 00:00:00,10.486607142857146,12987725.14908567,weekly
8,103342,2013-07-03 00:00:00,10.006547619047616,12852105.571650434,weekly
9,102969,2013-12-15 00:00:00,20.214583333333334,379002.52510136855,daily
10,102969,2013-12-16 00:00:00,20.05625,366513.5600367951,daily
11,102969,2013-12-17 00:00:00,19.95625,359371.1876398014,daily
12,102969,2013-12-18 00:00:00,18.352083333333336,356517.4083208724,daily
13,102969,2013-12-19 00:00:00,18.25208333333333,356143.3624238568,daily
14,102969,2013-12-20 00:00:00,17.779166666666665,356093.62385686586,daily
15,102969,2013-12-21 00:00:00,17.91875,356088.1970101042,daily
16,102718,2015-01-06 00:00:00,19.733333333333334,861069.4976983785,daily
17,102718,2015-01-07 00:00:00,20.152083333333334,849603.204131675,daily
18,102718,2015-01-08 00:00:00,19.583333333333336,848406.3040655821,daily
19,102718,2015-01-09 00:00:00,20.279166666666672,844775.5082677572,daily
20,102718,2015-01-10 00:00:00,20.6625,832001.2682712603,daily
21,102718,2015-01-11 00:00:00,20.950000000000006,830924.728141451,daily
22,102718,2015-01-12 00:00:00,21.383333333333336,829252.36470735,daily
23,102493,2015-10-17 00:00:00,14.476488095238093,3194365.8161098096,weekly
24,102493,2015-10-24 00:00:00,15.066666666666672,3301884.215266932,weekly
25,102374,2016-09-17 00:00:00,13.033333333333335,2572375.966841761,weekly
26,102374,2016-09-24 00:00:00,14.073214285714286,2473399.163410613,weekly
27,102714,2013-09-03 00:00:00,10.896726190476189,50887117.9689229,weekly
28,102714,2013-09-10 00:00:00,12.070680272108845,50013222.22301057,weekly
29,100712,2013-10-17 00:00:00,15.048809523809519,34239090.39726576,weekly
30,100712,2013-10-24 00:00:00,15.323511904761903,31874030.23003074,weekly
31,101878,2014-04-08 00:00:00,18.85,142159.11906349423,hourly
32,101878,2014-04-08 01:00:00,19.0,138348.62664574487,hourly
33,101878,2014-04-08 02:00:00,19.0,136521.69209170737,hourly
34,101878,2014-04-08 03:00:00,18.15,140904.4162868366,hourly
35,101878,2014-04-08 04:00:00,17.0,141140.16539330623,hourly
36,101878,2014-04-08 05:00:00,17.0,140229.88867260984,hourly
37,101878,2014-04-08 06:00:00,17.75,156832.6086112701,hourly
38,101878,2014-04-08 07:00:00,18.0,182525.39954311453,hourly
39,101878,2014-04-08 08:00:00,18.0,238522.3639720237,hourly
40,101878,2014-04-08 09:00:00,19.8,295009.61238946,hourly
41,101878,2014-04-08 10:00:00,20.0,351747.8723246011,hourly
42,101878,2014-04-08 11:00:00,21.0,410462.43435830023,hourly
43,101878,2014-04-08 12:00:00,21.95,401423.0327000911,hourly
44,101878,2014-04-08 13:00:00,22.0,392111.17403482733,hourly
45,101878,2014-04-08 14:00:00,21.0,401465.0985349141,hourly
46,101878,2014-04-08 15:00:00,22.15,388584.0855328939,hourly
47,101878,2014-04-08 16:00:00,22.0,379383.3792487512,hourly
48,101878,2014-04-08 17:00:00,21.0,304243.2226609171,hourly
49,101878,2014-04-08 18:00:00,20.15,281408.2625356704,hourly
50,101878,2014-04-08 19:00:00,20.0,223085.50081836086,hourly
51,101878,2014-04-08 20:00:00,19.0,269741.28096863616,hourly
52,101878,2014-04-08 21:00:00,18.95,237350.78068852355,hourly
53,101878,2014-04-08 22:00:00,19.0,221736.15954003014,hourly
54,101878,2014-04-08 23:00:00,19.0,187139.40606586201,hourly
55,103268,2015-04-23 00:00:00,14.05,122607.30979086916,hourly
56,103268,2015-04-23 01:00:00,15.0,128521.36159820532,hourly
57,103268,2015-04-23 02:00:00,14.0,128112.04817503986,hourly
58,103268,2015-04-23 03:00:00,14.1,128887.3527772081,hourly
59,103268,2015-04-23 04:00:00,14.0,127612.44502617614,hourly
60,103268,2015-04-23 05:00:00,13.0,126067.5186534364,hourly
61,103268,2015-04-23 06:00:00,13.15,124556.80143142707,hourly
62,103268,2015-04-23 07:00:00,13.0,164069.61364444814,hourly
63,103268,2015-04-23 08:00:00,14.0,244403.19831039393,hourly
64,103268,2015-04-23 09:00:00,15.75,305301.2979600828,hourly
65,103268,2015-04-23 10:00:00,17.0,341915.0715839526,hourly
66,103268,2015-04-23 11:00:00,20.0,404121.3277555575,hourly
67,103268,2015-04-23 12:00:00,19.8,365688.64610994246,hourly
68,103268,2015-04-23 13:00:00,19.0,337387.65872650937,hourly
69,103268,2015-04-23 14:00:00,19.0,341607.26400147896,hourly
70,103268,2015-04-23 15:00:00,18.15,335767.079658138,hourly
71,103268,2015-04-23 16:00:00,18.0,293115.9844497714,hourly
72,103268,2015-04-23 17:00:00,18.0,259686.5616768926,hourly
73,103268,2015-04-23 18:00:00,16.8,238792.8555301775,hourly
74,103268,2015-04-23 19:00:00,16.0,238658.70144809186,hourly
75,103268,2015-04-23 20:00:00,15.0,231743.73522218238,hourly
76,103268,2015-04-23 21:00:00,13.15,235364.63128886692,hourly
77,103268,2015-04-23 22:00:00,14.0,218306.48362966962,hourly
78,103268,2015-04-23 23:00:00,13.333333333333336,213296.11420736564,hourly
79,103578,2013-01-09 00:00:00,20.654166666666665,6939739.960582258,daily
80,103578,2013-01-10 00:00:00,22.022916666666664,6869603.154585807,daily
81,103578,2013-01-11 00:00:00,21.95208333333333,6809297.9118999895,daily
82,103578,2013-01-12 00:00:00,21.61458333333333,6763590.37804885,daily
83,103578,2013-01-13 00:00:00,21.76666666666667,6711424.296413114,daily
84,103578,2013-01-14 00:00:00,21.33333333333333,6660239.378756829,daily
85,103578,2013-01-15 00:00:00,20.18958333333333,6588043.09114565,daily
