pred_id,series_id,timestamp,temperature,consumption,prediction_window
0,102781,2013-03-03 00:00:00,19.93125,326017.9017557298,daily
1,102781,2013-03-04 00:00:00,20.034375,325168.3205670457,daily
2,102781,2013-03-05 00:00:00,19.18958333333333,325165.01197035937,daily
3,102781,2013-03-06 00:00:00,18.397916666666667,325165.0891485782,daily
4,102781,2013-03-07 00:00:00,20.7625,325165.0891485782,daily
5,102781,2013-03-08 00:00:00,19.8,325165.0891485782,daily
6,102781,2013-03-09 00:00:00,20.466666666666665,325165.0891485782,daily
7,103342,2013-06-26 00:00:00,10.486607142857146,10467383.00473794,weekly
8,103342,2013-07-03 00:00:00,10.006547619047616,10347403.885003427,weekly
9,102969,2013-12-15 00:00:00,20.214583333333334,361959.55478969775,daily
10,102969,2013-12-16 00:00:00,20.05625,352266.11916805094,daily
11,102969,2013-12-17 00:00:00,19.95625,345553.88729221036,daily
12,102969,2013-12-18 00:00:00,18.352083333333336,341068.52423587145,daily
13,102969,2013-12-19 00:00:00,18.25208333333333,338740.7457497113,daily
14,102969,2013-12-20 00:00:00,17.779166666666665,338333.70643118233,daily
15,102969,2013-12-21 00:00:00,17.91875,338373.83993110445,daily
16,102718,2015-01-06 00:00:00,19.733333333333334,863861.2712598622,daily
17,102718,2015-01-07 00:00:00,20.152083333333334,765619.6622166985,daily
18,102718,2015-01-08 00:00:00,19.583333333333336,765401.8822870345,daily
19,102718,2015-01-09 00:00:00,20.279166666666672,771268.357974577,daily
20,102718,2015-01-10 00:00:00,20.6625,776215.835085942,daily
21,102718,2015-01-11 00:00:00,20.950000000000006,779786.2838699878,daily
22,102718,2015-01-12 00:00:00,21.383333333333336,780455.04389964,daily
23,102493,2015-10-17 00:00:00,14.476488095238093,3305923.526795354,weekly
24,102493,2015-10-24 00:00:00,15.066666666666672,3375388.622663136,weekly
25,102374,2016-09-17 00:00:00,13.033333333333335,2666265.4763630806,weekly
26,102374,2016-09-24 00:00:00,14.073214285714286,2585589.172291905,weekly
27,102714,2013-09-03 00:00:00,10.896726190476189,47965481.109027386,weekly
28,102714,2013-09-10 00:00:00,12.070680272108845,44974615.41229757,weekly
29,100712,2013-10-17 00:00:00,15.048809523809519,33902501.24394485,weekly
30,100712,2013-10-24 00:00:00,15.323511904761903,31659660.80046671,weekly
31,101878,2014-04-08 00:00:00,18.85,138732.70361545056,hourly
32,101878,2014-04-08 01:00:00,19.0,152757.10198423197,hourly
33,101878,2014-04-08 02:00:00,19.0,132835.42233408254,hourly
34,101878,2014-04-08 03:00:00,18.15,132700.07673450306,hourly
35,101878,2014-04-08 04:00:00,17.0,149098.623072367,hourly
36,101878,2014-04-08 05:00:00,17.0,166982.6374243442,hourly
37,101878,2014-04-08 06:00:00,17.75,193710.8518981512,hourly
38,101878,2014-04-08 07:00:00,18.0,226928.14084153788,hourly
39,101878,2014-04-08 08:00:00,18.0,256853.53479258393,hourly
40,101878,2014-04-08 09:00:00,19.8,291957.520710502,hourly
41,101878,2014-04-08 10:00:00,20.0,331797.6564487234,hourly
42,101878,2014-04-08 11:00:00,21.0,380390.4783519138,hourly
43,101878,2014-04-08 12:00:00,21.95,400573.84963200934,hourly
44,101878,2014-04-08 13:00:00,22.0,413837.13528912526,hourly
45,101878,2014-04-08 14:00:00,21.0,377621.32850820094,hourly
46,101878,2014-04-08 15:00:00,22.15,378923.471556797,hourly
47,101878,2014-04-08 16:00:00,22.0,350487.58882485895,hourly
48,101878,2014-04-08 17:00:00,21.0,322884.9556327478,hourly
49,101878,2014-04-08 18:00:00,20.15,286753.33553106117,hourly
50,101878,2014-04-08 19:00:00,20.0,267385.9627828149,hourly
51,101878,2014-04-08 20:00:00,19.0,249407.4694569807,hourly
52,101878,2014-04-08 21:00:00,18.95,254900.6612791588,hourly
53,101878,2014-04-08 22:00:00,19.0,231516.85945495087,hourly
54,101878,2014-04-08 23:00:00,19.0,218761.1748058497,hourly
55,103268,2015-04-23 00:00:00,14.05,120189.23690616725,hourly
56,103268,2015-04-23 01:00:00,15.0,122807.5922176044,hourly
57,103268,2015-04-23 02:00:00,14.0,111855.39240983016,hourly
58,103268,2015-04-23 03:00:00,14.1,127799.48309045646,hourly
59,103268,2015-04-23 04:00:00,14.0,122835.42687631345,hourly
60,103268,2015-04-23 05:00:00,13.0,127113.19705428721,hourly
61,103268,2015-04-23 06:00:00,13.15,131936.41625116093,hourly
62,103268,2015-04-23 07:00:00,13.0,151318.47049961722,hourly
63,103268,2015-04-23 08:00:00,14.0,165121.26462653303,hourly
64,103268,2015-04-23 09:00:00,15.75,203917.15211592743,hourly
65,103268,2015-04-23 10:00:00,17.0,274170.7803551351,hourly
66,103268,2015-04-23 11:00:00,20.0,354711.6680347949,hourly
67,103268,2015-04-23 12:00:00,19.8,397477.93872400175,hourly
68,103268,2015-04-23 13:00:00,19.0,326670.7963782065,hourly
69,103268,2015-04-23 14:00:00,19.0,358146.0330990645,hourly
70,103268,2015-04-23 15:00:00,18.15,322534.4801038267,hourly
71,103268,2015-04-23 16:00:00,18.0,321119.58589091245,hourly
